,代码,名称,接待机构数量,接待日期,公告日期
29331,552,甘肃能化,35,2022-04-26,2022-04-27
29332,603538,美诺华,35,2022-04-26,2022-04-27
29333,2661,克明食品,34,2022-04-26,2022-04-27
29334,2436,兴森科技,33,2022-04-26,2022-04-27
29335,300630,普利制药,32,2022-04-26,2022-04-27
29336,2840,华统股份,30,2022-04-26,2022-04-27
29337,48,京基智农,29,2022-04-26,2022-04-27
29338,2192,融捷股份,25,2022-04-26,2022-04-27
29339,833,粤桂股份,22,2022-04-26,2022-04-27
29340,2791,坚朗五金,20,2022-04-26,2022-04-27
29341,300224,正海磁材,19,2022-04-26,2022-04-27
29342,300404,博济医药,18,2022-04-26,2022-04-27
29343,2518,科士达,17,2022-04-26,2022-04-27
29344,300858,科拓生物,17,2022-04-26,2022-04-27
29345,2839,张家港行,15,2022-04-26,2022-04-27
29346,300983,尤安设计,11,2022-04-27,2022-04-27
29347,603033,三维股份,10,2022-04-26,2022-04-27
29348,300993,玉马遮阳,4,2022-04-26,2022-04-27
29349,688,国城矿业,3,2022-04-27,2022-04-27
29350,2568,百润股份,3,2022-04-27,2022-04-27
29351,2305,南国置业,2,2022-04-27,2022-04-27
29352,300453,三鑫医疗,2,2022-04-26,2022-04-27
29353,300870,欧陆通,2,2022-04-26,2022-04-27
29354,301,东方盛虹,1,2022-04-27,2022-04-27
29355,949,新乡化纤,1,2022-04-27,2022-04-27
29356,1317,三羊马,1,2022-04-27,2022-04-27
29357,2600,领益智造,1,2022-04-27,2022-04-27
29358,2762,金发拉比,1,2022-04-27,2022-04-27
29359,2825,纳尔股份,1,2022-04-27,2022-04-27
29360,2832,比音勒芬,1,2022-04-27,2022-04-27
29361,2913,奥士康,1,2022-04-27,2022-04-27
29362,3020,立方制药,1,2022-04-27,2022-04-27
29363,300174,元力股份,1,2022-04-27,2022-04-27
29364,300541,先进数通,1,2022-04-27,2022-04-27
29365,300813,泰林生物,1,2022-04-27,2022-04-27
29366,300993,玉马遮阳,1,2022-04-27,2022-04-27
29367,301221,光庭信息,1,2022-04-27,2022-04-27
29368,603195,公牛集团,1,2022-04-27,2022-04-27
29369,688395,正弦电气,1,2022-04-27,2022-04-27
29370,831961,创远信科,1,2022-04-27,2022-04-27
29371,785,居然之家,1,2022-04-26,2022-04-27
29372,797,中国武夷,1,2022-04-26,2022-04-27
29373,2166,莱茵生物,1,2022-04-26,2022-04-27
29374,2276,万马股份,1,2022-04-26,2022-04-27
29375,2588,史丹利,1,2022-04-26,2022-04-27
29376,2677,浙江美大,1,2022-04-26,2022-04-27
29377,2736,国信证券,1,2022-04-26,2022-04-27
29378,2749,国光股份,1,2022-04-26,2022-04-27
29379,2845,同兴达,1,2022-04-26,2022-04-27
29380,2859,洁美科技,1,2022-04-26,2022-04-27
29381,2877,智能自控,1,2022-04-26,2022-04-27
29382,300100,双林股份,1,2022-04-26,2022-04-27
29383,300124,汇川技术,1,2022-04-26,2022-04-27
29384,300208,青岛中程,1,2022-04-26,2022-04-27
29385,300484,蓝海华腾,1,2022-04-26,2022-04-27
29386,300590,移为通信,1,2022-04-26,2022-04-27
29387,300991,创益通,1,2022-04-26,2022-04-27
29388,301038,深水规院,1,2022-04-26,2022-04-27
29389,301215,中汽股份,1,2022-04-26,2022-04-27
29390,600010,包钢股份,1,2022-04-26,2022-04-27
29391,603035,常熟汽饰,1,2022-04-26,2022-04-27
29392,603080,新疆火炬,1,2022-04-26,2022-04-27
29393,603085,天成自控,1,2022-04-26,2022-04-27
29394,603118,共进股份,1,2022-04-26,2022-04-27
29395,603180,金牌厨柜,1,2022-04-26,2022-04-27
29396,603230,内蒙新华,1,2022-04-26,2022-04-27
29397,603906,龙蟠科技,1,2022-04-26,2022-04-27
29398,688003,天准科技,1,2022-04-26,2022-04-27
29399,300393,中来股份,205,2022-04-26,2022-04-26
29400,300260,新莱应材,79,2022-04-26,2022-04-26
29401,961,中南建设,42,2022-04-26,2022-04-26
29402,603919,金徽酒,33,2022-04-26,2022-04-26
29403,300457,赢合科技,24,2022-04-26,2022-04-26
29404,605090,九丰能源,21,2022-04-26,2022-04-26
29405,300801,泰和科技,9,2022-04-26,2022-04-26
29406,2458,益生股份,6,2022-04-26,2022-04-26
29407,871981,晶赛科技,6,2022-04-26,2022-04-26
29408,300499,高澜股份,5,2022-04-26,2022-04-26
29409,2057,中钢天源,1,2022-04-26,2022-04-26
29410,2606,大连电瓷,1,2022-04-26,2022-04-26
29411,2689,远大智能,1,2022-04-26,2022-04-26
29412,2905,金逸影视,1,2022-04-26,2022-04-26
29413,2931,锋龙股份,1,2022-04-26,2022-04-26
29414,300079,数码视讯,1,2022-04-26,2022-04-26
29415,300200,高盟新材,1,2022-04-26,2022-04-26
29416,300529,健帆生物,1,2022-04-26,2022-04-26
29417,300830,金现代,1,2022-04-26,2022-04-26
29418,300910,瑞丰新材,1,2022-04-26,2022-04-26
29419,301012,扬电科技,1,2022-04-26,2022-04-26
29420,301229,纽泰格,1,2022-04-26,2022-04-26
29421,600865,百大集团,1,2022-04-26,2022-04-26
29422,603053,成都燃气,1,2022-04-26,2022-04-26
29423,603156,养元饮品,1,2022-04-26,2022-04-26
29424,605122,四方新材,1,2022-04-26,2022-04-26
29425,688330,宏力达,1,2022-04-26,2022-04-26
29426,300393,中来股份,205,2022-04-26,2022-04-26
29427,300260,新莱应材,79,2022-04-26,2022-04-26
29428,961,中南建设,42,2022-04-26,2022-04-26
29429,603919,金徽酒,33,2022-04-26,2022-04-26
29430,300457,赢合科技,24,2022-04-26,2022-04-26
29431,605090,九丰能源,21,2022-04-26,2022-04-26
29432,300801,泰和科技,9,2022-04-26,2022-04-26
29433,2458,益生股份,6,2022-04-26,2022-04-26
29434,871981,晶赛科技,6,2022-04-26,2022-04-26
29435,300499,高澜股份,5,2022-04-26,2022-04-26
29436,2057,中钢天源,1,2022-04-26,2022-04-26
29437,2606,大连电瓷,1,2022-04-26,2022-04-26
29438,2689,远大智能,1,2022-04-26,2022-04-26
29439,2905,金逸影视,1,2022-04-26,2022-04-26
29440,2931,锋龙股份,1,2022-04-26,2022-04-26
29441,300079,数码视讯,1,2022-04-26,2022-04-26
29442,300200,高盟新材,1,2022-04-26,2022-04-26
29443,300529,健帆生物,1,2022-04-26,2022-04-26
29444,300830,金现代,1,2022-04-26,2022-04-26
29445,300910,瑞丰新材,1,2022-04-26,2022-04-26
29446,301012,扬电科技,1,2022-04-26,2022-04-26
29447,301229,纽泰格,1,2022-04-26,2022-04-26
29448,600865,百大集团,1,2022-04-26,2022-04-26
29449,603053,成都燃气,1,2022-04-26,2022-04-26
29450,603156,养元饮品,1,2022-04-26,2022-04-26
29451,605122,四方新材,1,2022-04-26,2022-04-26
29452,688330,宏力达,1,2022-04-26,2022-04-26
29453,600745,闻泰科技,412,2022-04-25,2022-04-26
29454,300393,中来股份,205,2022-04-26,2022-04-26
29455,2050,三花智控,186,2022-04-25,2022-04-26
29456,300003,乐普医疗,159,2022-04-25,2022-04-26
29457,300260,新莱应材,79,2022-04-26,2022-04-26
29458,300487,蓝晓科技,68,2022-04-25,2022-04-26
29459,300837,浙矿股份,63,2022-04-25,2022-04-26
29460,300982,苏文电能,58,2022-04-25,2022-04-26
29461,961,中南建设,42,2022-04-26,2022-04-26
29462,603919,金徽酒,33,2022-04-26,2022-04-26
29463,300945,曼卡龙,31,2022-04-25,2022-04-26
29464,300973,立高食品,27,2022-04-25,2022-04-26
29465,300457,赢合科技,24,2022-04-26,2022-04-26
29466,300762,上海瀚讯,23,2022-04-25,2022-04-26
29467,605090,九丰能源,21,2022-04-26,2022-04-26
29468,2688,金河生物,19,2022-04-25,2022-04-26
29469,300499,高澜股份,17,2022-04-25,2022-04-26
29470,2233,塔牌集团,15,2022-04-25,2022-04-26
29471,300763,锦浪科技,13,2022-04-25,2022-04-26
29472,2376,新北洋,10,2022-04-25,2022-04-26
29473,300303,聚飞光电,10,2022-04-25,2022-04-26
29474,300801,泰和科技,9,2022-04-26,2022-04-26
29475,300021,大禹节水,9,2022-04-25,2022-04-26
29476,2458,益生股份,6,2022-04-26,2022-04-26
29477,871981,晶赛科技,6,2022-04-26,2022-04-26
29478,300499,高澜股份,5,2022-04-26,2022-04-26
29479,2931,锋龙股份,5,2022-04-25,2022-04-26
29480,2658,雪迪龙,4,2022-04-25,2022-04-26
29481,2839,张家港行,2,2022-04-25,2022-04-26
29482,2057,中钢天源,1,2022-04-26,2022-04-26
29483,2606,大连电瓷,1,2022-04-26,2022-04-26
29484,2689,远大智能,1,2022-04-26,2022-04-26
29485,2905,金逸影视,1,2022-04-26,2022-04-26
29486,2931,锋龙股份,1,2022-04-26,2022-04-26
29487,300079,数码视讯,1,2022-04-26,2022-04-26
29488,300200,高盟新材,1,2022-04-26,2022-04-26
29489,300529,健帆生物,1,2022-04-26,2022-04-26
29490,300830,金现代,1,2022-04-26,2022-04-26
29491,300910,瑞丰新材,1,2022-04-26,2022-04-26
29492,301012,扬电科技,1,2022-04-26,2022-04-26
29493,301229,纽泰格,1,2022-04-26,2022-04-26
29494,600865,百大集团,1,2022-04-26,2022-04-26
29495,603053,成都燃气,1,2022-04-26,2022-04-26
29496,603156,养元饮品,1,2022-04-26,2022-04-26
29497,605122,四方新材,1,2022-04-26,2022-04-26
29498,688330,宏力达,1,2022-04-26,2022-04-26
29499,90,天健集团,1,2022-04-25,2022-04-26
29500,686,东北证券,1,2022-04-25,2022-04-26
29501,756,新华制药,1,2022-04-25,2022-04-26
29502,2003,伟星股份,1,2022-04-25,2022-04-26
29503,2141,贤丰控股,1,2022-04-25,2022-04-26
29504,2368,太极股份,1,2022-04-25,2022-04-26
29505,2557,洽洽食品,1,2022-04-25,2022-04-26
29506,300369,绿盟科技,1,2022-04-25,2022-04-26
29507,300463,迈克生物,1,2022-04-25,2022-04-26
29508,300602,飞荣达,1,2022-04-25,2022-04-26
29509,300786,国林科技,1,2022-04-25,2022-04-26
29510,300935,盈建科,1,2022-04-25,2022-04-26
29511,600749,西藏旅游,1,2022-04-25,2022-04-26
29512,601118,海南橡胶,1,2022-04-25,2022-04-26
29513,603320,迪贝电气,1,2022-04-25,2022-04-26
29514,603601,再升科技,1,2022-04-25,2022-04-26
29515,603856,东宏股份,1,2022-04-25,2022-04-26
29516,603595,东尼电子,83,2022-04-25,2022-04-25
29517,300450,先导智能,21,2022-04-25,2022-04-25
29518,2264,新华都,20,2022-04-25,2022-04-25
29519,713,丰乐种业,1,2022-04-25,2022-04-25
29520,1219,青岛食品,1,2022-04-25,2022-04-25
29521,2494,华斯股份,1,2022-04-25,2022-04-25
29522,2713,东易日盛,1,2022-04-25,2022-04-25
29523,300020,银江技术,1,2022-04-25,2022-04-25
29524,300435,中泰股份,1,2022-04-25,2022-04-25
29525,300648,星云股份,1,2022-04-25,2022-04-25
29526,300791,仙乐健康,1,2022-04-25,2022-04-25
29527,301235,华康医疗,1,2022-04-25,2022-04-25
29528,600888,新疆众和,1,2022-04-25,2022-04-25
29529,603279,景津装备,1,2022-04-25,2022-04-25
29530,688285,高铁电气,1,2022-04-25,2022-04-25
29531,688698,伟创电气,1,2022-04-25,2022-04-25
29532,2223,鱼跃医疗,132,2022-04-24,2022-04-25
29533,300308,中际旭创,112,2022-04-24,2022-04-25
29534,603595,东尼电子,83,2022-04-25,2022-04-25
29535,300642,透景生命,31,2022-04-24,2022-04-25
29536,300450,先导智能,21,2022-04-25,2022-04-25
29537,2264,新华都,20,2022-04-25,2022-04-25
29538,300648,星云股份,17,2022-04-24,2022-04-25
29539,2301,齐心集团,13,2022-04-24,2022-04-25
29540,713,丰乐种业,1,2022-04-25,2022-04-25
29541,1219,青岛食品,1,2022-04-25,2022-04-25
29542,2494,华斯股份,1,2022-04-25,2022-04-25
29543,2713,东易日盛,1,2022-04-25,2022-04-25
29544,300020,银江技术,1,2022-04-25,2022-04-25
29545,300435,中泰股份,1,2022-04-25,2022-04-25
29546,300648,星云股份,1,2022-04-25,2022-04-25
29547,300791,仙乐健康,1,2022-04-25,2022-04-25
29548,301235,华康医疗,1,2022-04-25,2022-04-25
29549,600888,新疆众和,1,2022-04-25,2022-04-25
29550,603279,景津装备,1,2022-04-25,2022-04-25
29551,688285,高铁电气,1,2022-04-25,2022-04-25
29552,688698,伟创电气,1,2022-04-25,2022-04-25
29553,300721,怡达股份,1,2022-04-24,2022-04-25
29554,300144,宋城演艺,96,2022-04-24,2022-04-24
29555,300487,蓝晓科技,71,2022-04-24,2022-04-24
29556,300031,宝通科技,31,2022-04-24,2022-04-24
29557,2214,大立科技,21,2022-04-24,2022-04-24
29558,301009,可靠股份,6,2022-04-24,2022-04-24
29559,2458,益生股份,1,2022-04-24,2022-04-24
29560,603605,珀莱雅,280,2022-04-22,2022-04-24
29561,2236,大华股份,220,2022-04-23,2022-04-24
29562,2049,紫光国微,219,2022-04-21,2022-04-24
29563,2230,科大讯飞,188,2022-04-22,2022-04-24
29564,300358,楚天科技,178,2022-04-22,2022-04-24
29565,2332,仙琚制药,127,2022-04-21,2022-04-24
29566,2677,浙江美大,108,2022-04-22,2022-04-24
29567,300144,宋城演艺,96,2022-04-24,2022-04-24
29568,300487,蓝晓科技,71,2022-04-24,2022-04-24
29569,603067,振华股份,50,2022-04-22,2022-04-24
29570,300348,长亮科技,41,2022-04-22,2022-04-24
29571,2556,辉隆股份,32,2022-04-22,2022-04-24
29572,688077,大地熊,32,2022-04-21,2022-04-24
29573,300031,宝通科技,31,2022-04-24,2022-04-24
29574,2233,塔牌集团,23,2022-04-22,2022-04-24
29575,2407,多氟多,22,2022-04-22,2022-04-24
29576,2737,葵花药业,22,2022-04-22,2022-04-24
29577,300075,数字政通,22,2022-04-22,2022-04-24
29578,2214,大立科技,21,2022-04-24,2022-04-24
29579,605296,神农集团,19,2022-04-22,2022-04-24
29580,3028,振邦智能,17,2022-04-21,2022-04-24
29581,300181,佐力药业,15,2022-04-21,2022-04-24
29582,2839,张家港行,11,2022-04-22,2022-04-24
29583,301009,可靠股份,6,2022-04-24,2022-04-24
29584,3816,中国广核,5,2022-04-22,2022-04-24
29585,300298,三诺生物,3,2022-04-22,2022-04-24
29586,2458,益生股份,1,2022-04-24,2022-04-24
29587,2090,金智科技,1,2022-04-22,2022-04-24
29588,2229,鸿博股份,1,2022-04-22,2022-04-24
29589,2312,川发龙蟒,1,2022-04-22,2022-04-24
29590,2572,索菲亚,1,2022-04-22,2022-04-24
29591,3035,南网能源,1,2022-04-22,2022-04-24
29592,300238,冠昊生物,1,2022-04-22,2022-04-24
29593,300274,阳光电源,1,2022-04-22,2022-04-24
29594,300552,万集科技,1,2022-04-22,2022-04-24
29595,300726,宏达电子,1,2022-04-22,2022-04-24
29596,300729,乐歌股份,1,2022-04-22,2022-04-24
29597,300783,三只松鼠,1,2022-04-22,2022-04-24
29598,300970,华绿生物,1,2022-04-22,2022-04-24
29599,301022,海泰科,1,2022-04-22,2022-04-24
29600,600271,航天信息,1,2022-04-22,2022-04-24
29601,688217,睿昂基因,1,2022-04-22,2022-04-24
29602,2821,凯莱英,1,2022-04-21,2022-04-24
29603,300582,英飞特,1,2022-04-21,2022-04-24
29604,603856,东宏股份,44,2022-04-22,2022-04-23
29605,300566,激智科技,34,2022-04-22,2022-04-23
29606,603856,东宏股份,16,2022-04-21,2022-04-23
29607,600702,舍得酒业,10,2022-04-22,2022-04-23
29608,600111,北方稀土,1,2022-04-22,2022-04-23
29609,605050,福然德,1,2022-04-22,2022-04-23
29610,2368,太极股份,67,2022-04-21,2022-04-22
29611,603668,天马科技,45,2022-04-21,2022-04-22
29612,2139,拓邦股份,43,2022-04-21,2022-04-22
29613,300623,捷捷微电,39,2022-04-21,2022-04-22
29614,603115,海星股份,36,2022-04-21,2022-04-22
29615,603439,贵州三力,34,2022-04-22,2022-04-22
29616,300623,捷捷微电,32,2022-04-22,2022-04-22
29617,2250,联化科技,29,2022-04-22,2022-04-22
29618,605296,神农集团,27,2022-04-22,2022-04-22
29619,831832,科达自控,22,2022-04-21,2022-04-22
29620,2421,达实智能,14,2022-04-21,2022-04-22
29621,2650,加加食品,13,2022-04-21,2022-04-22
29622,3019,宸展光电,10,2022-04-22,2022-04-22
29623,300722,新余国科,3,2022-04-22,2022-04-22
29624,2139,拓邦股份,2,2022-04-22,2022-04-22
29625,2217,合力泰,2,2022-04-22,2022-04-22
29626,2171,楚江新材,2,2022-04-21,2022-04-22
29627,25,特力A,1,2022-04-22,2022-04-22
29628,505,京粮控股,1,2022-04-22,2022-04-22
29629,551,创元科技,1,2022-04-22,2022-04-22
29630,690,宝新能源,1,2022-04-22,2022-04-22
29631,2001,新和成,1,2022-04-22,2022-04-22
29632,2135,东南网架,1,2022-04-22,2022-04-22
29633,2271,东方雨虹,1,2022-04-22,2022-04-22
29634,2423,中粮资本,1,2022-04-22,2022-04-22
29635,2591,恒大高新,1,2022-04-22,2022-04-22
29636,2936,郑州银行,1,2022-04-22,2022-04-22
29637,300162,雷曼光电,1,2022-04-22,2022-04-22
29638,300189,神农科技,1,2022-04-22,2022-04-22
29639,300268,*ST佳沃,1,2022-04-22,2022-04-22
29640,300279,和晶科技,1,2022-04-22,2022-04-22
29641,300348,长亮科技,1,2022-04-22,2022-04-22
29642,300385,雪浪环境,1,2022-04-22,2022-04-22
29643,300399,天利科技,1,2022-04-22,2022-04-22
29644,300403,汉宇集团,1,2022-04-22,2022-04-22
29645,300507,苏奥传感,1,2022-04-22,2022-04-22
29646,300570,太辰光,1,2022-04-22,2022-04-22
29647,300696,爱乐达,1,2022-04-22,2022-04-22
29648,300822,贝仕达克,1,2022-04-22,2022-04-22
29649,301036,双乐股份,1,2022-04-22,2022-04-22
29650,600111,北方稀土,1,2022-04-22,2022-04-22
29651,601515,东风股份,1,2022-04-22,2022-04-22
29652,605177,东亚药业,1,2022-04-22,2022-04-22
29653,688001,华兴源创,1,2022-04-22,2022-04-22
29654,688087,英科再生,1,2022-04-22,2022-04-22
29655,688176,亚虹医药,1,2022-04-22,2022-04-22
29656,688365,光云科技,1,2022-04-22,2022-04-22
29657,590,启迪药业,1,2022-04-21,2022-04-22
29658,2060,粤水电,1,2022-04-21,2022-04-22
29659,2130,沃尔核材,1,2022-04-21,2022-04-22
29660,2247,聚力文化,1,2022-04-21,2022-04-22
29661,2302,西部建设,1,2022-04-21,2022-04-22
29662,2483,润邦股份,1,2022-04-21,2022-04-22
29663,2635,安洁科技,1,2022-04-21,2022-04-22
29664,2692,ST远程,1,2022-04-21,2022-04-22
29665,2819,东方中科,1,2022-04-21,2022-04-22
29666,2875,安奈儿,1,2022-04-21,2022-04-22
29667,2880,卫光生物,1,2022-04-21,2022-04-22
29668,3030,祖名股份,1,2022-04-21,2022-04-22
29669,300080,易成新能,1,2022-04-21,2022-04-22
29670,300558,贝达药业,1,2022-04-21,2022-04-22
29671,600012,皖通高速,1,2022-04-21,2022-04-22
29672,600192,长城电工,1,2022-04-21,2022-04-22
29673,688201,信安世纪,1,2022-04-21,2022-04-22
29674,871553,凯腾精工,1,2022-04-21,2022-04-22
29675,570,苏常柴A,1,2022-04-21,2022-04-21
29676,589,贵州轮胎,1,2022-04-21,2022-04-21
29677,2693,双成药业,1,2022-04-21,2022-04-21
29678,2827,高争民爆,1,2022-04-21,2022-04-21
29679,2949,华阳国际,1,2022-04-21,2022-04-21
29680,300226,上海钢联,1,2022-04-21,2022-04-21
29681,300352,北信源,1,2022-04-21,2022-04-21
29682,300365,恒华科技,1,2022-04-21,2022-04-21
29683,300597,吉大通信,1,2022-04-21,2022-04-21
29684,301005,超捷股份,1,2022-04-21,2022-04-21
29685,301011,华立科技,1,2022-04-21,2022-04-21
29686,600101,明星电力,1,2022-04-21,2022-04-21
29687,600192,长城电工,1,2022-04-21,2022-04-21
29688,600310,桂东电力,1,2022-04-21,2022-04-21
29689,600312,平高电气,1,2022-04-21,2022-04-21
29690,603005,晶方科技,1,2022-04-21,2022-04-21
29691,605098,行动教育,1,2022-04-21,2022-04-21
29692,605258,协和电子,1,2022-04-21,2022-04-21
29693,605507,国邦医药,1,2022-04-21,2022-04-21
29694,688139,海尔生物,1,2022-04-21,2022-04-21
29695,570,苏常柴A,1,2022-04-21,2022-04-21
29696,589,贵州轮胎,1,2022-04-21,2022-04-21
29697,2693,双成药业,1,2022-04-21,2022-04-21
29698,2827,高争民爆,1,2022-04-21,2022-04-21
29699,2949,华阳国际,1,2022-04-21,2022-04-21
29700,300226,上海钢联,1,2022-04-21,2022-04-21
29701,300352,北信源,1,2022-04-21,2022-04-21
29702,300365,恒华科技,1,2022-04-21,2022-04-21
29703,300597,吉大通信,1,2022-04-21,2022-04-21
29704,301005,超捷股份,1,2022-04-21,2022-04-21
29705,301011,华立科技,1,2022-04-21,2022-04-21
29706,600101,明星电力,1,2022-04-21,2022-04-21
29707,600192,长城电工,1,2022-04-21,2022-04-21
29708,600310,桂东电力,1,2022-04-21,2022-04-21
29709,600312,平高电气,1,2022-04-21,2022-04-21
29710,603005,晶方科技,1,2022-04-21,2022-04-21
29711,605098,行动教育,1,2022-04-21,2022-04-21
29712,605258,协和电子,1,2022-04-21,2022-04-21
29713,605507,国邦医药,1,2022-04-21,2022-04-21
29714,688139,海尔生物,1,2022-04-21,2022-04-21
29715,570,苏常柴A,1,2022-04-21,2022-04-21
29716,589,贵州轮胎,1,2022-04-21,2022-04-21
29717,2693,双成药业,1,2022-04-21,2022-04-21
29718,2827,高争民爆,1,2022-04-21,2022-04-21
29719,2949,华阳国际,1,2022-04-21,2022-04-21
29720,300226,上海钢联,1,2022-04-21,2022-04-21
29721,300352,北信源,1,2022-04-21,2022-04-21
29722,300365,恒华科技,1,2022-04-21,2022-04-21
29723,300597,吉大通信,1,2022-04-21,2022-04-21
29724,301005,超捷股份,1,2022-04-21,2022-04-21
29725,301011,华立科技,1,2022-04-21,2022-04-21
29726,600101,明星电力,1,2022-04-21,2022-04-21
29727,600192,长城电工,1,2022-04-21,2022-04-21
29728,600310,桂东电力,1,2022-04-21,2022-04-21
29729,600312,平高电气,1,2022-04-21,2022-04-21
29730,603005,晶方科技,1,2022-04-21,2022-04-21
29731,605098,行动教育,1,2022-04-21,2022-04-21
29732,605258,协和电子,1,2022-04-21,2022-04-21
29733,605507,国邦医药,1,2022-04-21,2022-04-21
29734,688139,海尔生物,1,2022-04-21,2022-04-21
29735,300760,迈瑞医疗,554,2022-04-20,2022-04-21
29736,2841,视源股份,220,2022-04-20,2022-04-21
29737,2920,德赛西威,209,2022-04-20,2022-04-21
29738,581,威孚高科,114,2022-04-19,2022-04-21
29739,600556,天下秀,53,2022-04-20,2022-04-21
29740,2960,青鸟消防,49,2022-04-19,2022-04-21
29741,603456,九洲药业,44,2022-04-20,2022-04-21
29742,301108,洁雅股份,35,2022-04-19,2022-04-21
29743,301087,可孚医疗,33,2022-04-20,2022-04-21
29744,301190,善水科技,25,2022-04-20,2022-04-21
29745,688337,普源精电,19,2022-04-20,2022-04-21
29746,603028,赛福天,18,2022-04-20,2022-04-21
29747,600721,百花医药,13,2022-04-20,2022-04-21
29748,300755,华致酒行,12,2022-04-20,2022-04-21
