,date,averagePELYR,averagePETTM,middlePELYR,middlePETTM,close
44,2007-03-23,71.63,81.03,51.29,62.38,2898.0
45,2007-03-26,72.94,81.69,52.08,62.96,2989.05
46,2007-03-27,73.0,83.15,52.99,65.05,3039.53
47,2007-03-28,73.71,83.41,53.2,65.6,3004.3
48,2007-03-29,72.54,83.22,52.76,64.64,2894.78
49,2007-03-30,71.68,82.12,51.6,63.11,2926.06
50,2007-04-02,71.9,82.44,52.08,63.55,2993.63
51,2007-04-03,73.12,83.45,53.37,65.19,3042.46
52,2007-04-04,74.34,83.83,54.14,66.63,3078.9
53,2007-04-05,74.27,84.25,54.63,67.13,3133.14
54,2007-04-06,75.49,85.82,55.0,68.26,3182.8
55,2007-04-09,76.05,85.45,55.8,69.12,3240.3
56,2007-04-10,77.38,86.28,56.23,69.62,3261.53
57,2007-04-11,77.88,85.98,55.92,68.77,3309.74
58,2007-04-12,78.4,86.27,56.99,69.69,3387.41
59,2007-04-13,79.13,87.13,58.93,71.94,3358.63
60,2007-04-16,79.09,89.55,58.48,70.47,3458.07
61,2007-04-17,80.98,87.59,60.45,71.57,3558.22
62,2007-04-18,82.48,88.48,61.77,72.0,3649.71
63,2007-04-19,83.84,89.62,61.77,71.39,3435.78
64,2007-04-20,78.97,84.41,58.93,66.99,3614.39
65,2007-04-23,82.53,86.16,62.26,69.14,3782.26
66,2007-04-24,83.67,88.23,64.57,69.81,3821.42
67,2007-04-25,84.68,84.19,64.4,67.03,3805.05
68,2007-04-26,86.01,83.47,65.12,65.77,3853.27
69,2007-04-27,84.72,84.42,65.77,65.21,3845.81
70,2007-04-30,85.69,82.63,66.15,62.06,3903.69
71,2007-05-08,85.68,80.75,65.7,59.4,4091.13
72,2007-05-09,86.68,81.88,66.76,62.16,4099.13
73,2007-05-10,86.09,81.38,67.84,61.64,4128.08
74,2007-05-11,86.86,81.12,68.35,61.65,4109.4
75,2007-05-14,86.24,80.51,68.1,60.95,4133.83
76,2007-05-15,87.4,80.0,68.9,60.91,3998.78
77,2007-05-16,86.65,81.04,66.11,60.26,4118.14
78,2007-05-17,88.23,82.32,67.61,61.69,4221.91
79,2007-05-18,88.11,83.47,69.12,63.09,4235.19
80,2007-05-21,90.5,83.69,69.9,63.52,4364.16
81,2007-05-22,90.94,84.52,71.82,65.92,4459.81
82,2007-05-23,91.86,86.0,73.89,66.69,4582.31
83,2007-05-24,93.53,87.56,75.23,66.97,4571.71
84,2007-05-25,93.84,87.79,74.63,67.06,4649.86
85,2007-05-28,94.3,88.0,75.22,68.26,4761.7
86,2007-05-29,96.7,90.25,78.64,70.18,4853.64
87,2007-05-30,97.36,91.27,79.57,72.31,4456.28
88,2007-05-31,92.45,87.04,72.79,66.66,4267.78
89,2007-06-01,89.75,84.17,69.9,64.22,3960.44
90,2007-06-04,86.62,81.68,66.2,60.5,3618.69
91,2007-06-05,79.9,75.22,60.11,55.63,3659.94
92,2007-06-06,81.82,76.41,62.53,56.88,3736.93
93,2007-06-07,82.84,77.22,63.4,58.48,3936.77
94,2007-06-08,85.74,80.35,66.74,61.14,4002.87
95,2007-06-11,86.15,81.71,67.3,61.98,4104.55
96,2007-06-12,87.61,82.51,69.68,63.77,4218.44
97,2007-06-13,89.78,83.65,70.91,64.8,4372.53
98,2007-06-14,91.32,86.58,73.73,67.06,4311.98
99,2007-06-15,90.32,85.71,72.55,65.87,4316.53
100,2007-06-18,91.37,85.83,72.83,66.59,4439.19
101,2007-06-19,93.08,87.95,74.59,68.69,4529.03
102,2007-06-20,93.36,88.75,75.75,69.72,4396.22
103,2007-06-21,91.68,86.74,73.67,68.38,4374.49
104,2007-06-22,91.06,85.28,73.89,67.68,4123.22
105,2007-06-25,87.59,82.53,69.89,64.17,3851.94
106,2007-06-26,83.6,78.77,65.77,60.28,3928.7
107,2007-06-27,85.21,80.53,67.35,61.71,4022.31
108,2007-06-28,86.0,82.22,68.34,62.95,3757.98
109,2007-06-29,81.97,76.54,64.33,58.84,3585.49
110,2007-07-02,78.08,70.99,60.42,53.99,3644.79
111,2007-07-03,79.29,72.43,62.05,55.67,3704.71
112,2007-07-04,79.93,72.96,62.54,56.54,3622.52
113,2007-07-05,79.42,72.19,61.44,55.58,3380.18
114,2007-07-06,75.66,68.36,57.79,51.96,3591.38
115,2007-07-09,78.93,71.54,60.8,54.69,3711.71
116,2007-07-10,81.65,73.94,62.55,56.88,3606.19
117,2007-07-11,78.76,71.66,60.13,54.86,3653.31
118,2007-07-12,79.94,72.84,61.52,55.67,3671.18
119,2007-07-13,80.46,72.59,61.93,55.86,3655.84
120,2007-07-16,80.54,72.24,62.06,55.78,3532.06
121,2007-07-17,78.25,69.7,59.73,53.97,3610.38
122,2007-07-18,78.42,71.03,60.72,54.99,3624.34
123,2007-07-19,78.67,71.01,60.84,55.24,3640.28
124,2007-07-20,79.09,71.32,61.18,55.28,3788.74
125,2007-07-23,82.11,73.93,63.69,57.26,3984.79
126,2007-07-24,84.07,77.15,66.48,59.96,3993.02
127,2007-07-25,85.17,77.59,67.06,60.39,4106.83
128,2007-07-26,86.16,79.21,68.64,61.32,4190.88
129,2007-07-27,86.86,80.63,69.65,62.29,4269.77
130,2007-07-30,88.6,82.2,71.4,63.5,4353.09
131,2007-07-30,88.6,82.2,71.4,63.5,4353.09
132,2007-07-31,89.4,83.85,71.93,64.88,4403.58
133,2007-07-31,89.4,83.85,71.93,64.88,4403.58
134,2007-08-01,90.52,83.41,72.63,64.69,4161.14
135,2007-08-01,90.52,83.41,72.63,64.69,4161.14
136,2007-08-02,87.27,78.99,69.58,61.14,4336.81
137,2007-08-03,89.72,81.27,72.57,63.6,4408.05
138,2007-08-03,89.72,81.27,72.57,63.6,4408.05
139,2007-08-06,91.03,82.36,73.71,64.06,4504.34
140,2007-08-06,91.03,82.36,73.71,64.06,4504.34
141,2007-08-07,92.58,84.04,74.56,65.34,4470.14
142,2007-08-07,92.58,84.04,74.56,65.34,4470.14
143,2007-08-08,91.07,83.66,73.6,64.32,4395.43
144,2007-08-08,91.07,83.66,73.6,64.32,4395.43
145,2007-08-09,90.58,82.88,73.42,62.82,4442.06
146,2007-08-10,90.38,83.44,72.92,63.55,4348.81
147,2007-08-10,90.38,83.44,72.92,63.55,4348.81
148,2007-08-13,89.65,82.39,71.21,62.95,4329.77
149,2007-08-13,89.65,82.39,71.21,62.95,4329.77
150,2007-08-14,89.8,81.48,71.14,62.35,4436.21
151,2007-08-14,89.8,81.48,71.14,62.35,4436.21
152,2007-08-15,89.91,82.43,73.23,63.95,4412.8
153,2007-08-16,89.65,81.54,72.15,62.8,4438.96
154,2007-08-17,90.51,81.57,72.8,62.62,4390.88
155,2007-08-20,90.29,81.28,72.89,62.11,4570.57
156,2007-08-20,90.29,81.28,72.89,62.11,4570.57
157,2007-08-21,92.82,83.14,75.59,64.11,4625.28
158,2007-08-21,92.82,83.14,75.59,64.11,4625.28
159,2007-08-22,93.28,84.48,75.66,64.27,4685.06
160,2007-08-23,94.35,85.32,76.38,64.56,4733.84
161,2007-08-24,94.65,86.12,76.96,65.72,4742.95
162,2007-08-27,95.18,84.85,77.54,65.31,4724.54
163,2007-08-27,95.18,84.85,77.54,65.31,4724.54
164,2007-08-28,94.11,83.52,77.06,63.33,4729.79
165,2007-08-29,95.58,83.24,76.89,63.59,4701.44
166,2007-08-30,94.19,82.01,75.65,62.58,4843.71
167,2007-08-31,96.49,83.77,77.87,64.15,4897.64
168,2007-09-03,96.54,82.06,77.82,64.37,5008.83
169,2007-09-04,97.91,82.84,79.97,65.59,4980.53
170,2007-09-05,97.73,83.02,79.73,65.49,5010.73
171,2007-09-06,98.92,83.57,80.25,65.55,5065.52
172,2007-09-07,99.6,83.56,81.18,66.24,4939.23
173,2007-09-10,97.63,83.07,78.75,65.06,5038.94
174,2007-09-11,98.99,83.93,81.0,65.56,4718.31
175,2007-09-12,94.48,79.56,75.87,62.25,4770.77
176,2007-09-13,95.45,79.8,77.2,62.89,4872.66
177,2007-09-14,97.2,81.25,78.07,63.58,4936.69
178,2007-09-17,98.66,82.53,78.99,65.08,5047.6
179,2007-09-18,100.45,83.35,79.97,64.67,5096.24
180,2007-09-19,100.46,83.53,82.0,65.31,5029.1
181,2007-09-20,98.91,82.4,79.96,64.25,5079.08
182,2007-09-21,99.6,82.94,80.27,64.66,5028.84
183,2007-09-24,99.5,82.08,79.91,64.55,5054.73
184,2007-09-25,99.58,83.0,79.59,65.3,5013.06
185,2007-09-26,97.8,82.09,77.86,63.63,4932.52
186,2007-09-27,97.5,81.95,78.01,63.03,4972.72
187,2007-09-28,97.83,81.99,78.6,64.1,5083.65
188,2007-10-08,99.42,82.61,79.63,64.33,5088.6
189,2007-10-09,99.78,84.62,80.33,65.88,5141.89
190,2007-10-10,101.07,83.49,81.06,65.66,5109.1
191,2007-10-11,98.62,84.36,79.79,65.58,5005.5
192,2007-10-12,96.52,83.16,78.38,63.96,4891.39
193,2007-10-15,94.1,80.86,76.26,61.56,4890.6
194,2007-10-16,95.83,80.62,76.7,61.81,4943.56
195,2007-10-17,96.61,81.21,77.47,62.35,4929.54
196,2007-10-18,96.49,80.7,78.12,62.31,4814.46
197,2007-10-19,94.77,80.5,75.08,60.17,4813.95
198,2007-10-22,93.54,80.82,75.27,59.75,4688.29
199,2007-10-23,93.53,79.78,73.8,58.86,4688.72
200,2007-10-24,94.43,78.96,74.14,58.85,4596.64
201,2007-10-25,92.73,77.21,72.28,55.86,4251.5
202,2007-10-26,88.33,71.07,66.59,51.48,4228.95
203,2007-10-29,87.26,71.42,65.73,51.91,4288.79
204,2007-10-30,88.69,71.47,66.85,51.68,4388.33
205,2007-10-31,89.73,71.37,68.34,51.66,4550.18
206,2007-11-01,91.1,73.15,70.83,53.54,4431.1
207,2007-11-02,89.41,72.26,67.56,51.84,4329.63
208,2007-11-05,87.04,69.8,66.44,50.75,4361.87
209,2007-11-06,88.77,71.85,67.57,51.8,4395.01
210,2007-11-07,89.73,72.13,68.42,51.25,4385.86
211,2007-11-08,90.0,71.32,69.05,51.0,4205.65
212,2007-11-09,87.45,69.75,66.39,48.8,4153.24
213,2007-11-12,86.64,69.07,66.65,49.17,4098.56
214,2007-11-13,86.28,68.97,65.19,48.11,4114.51
215,2007-11-14,86.15,69.79,65.76,48.58,4263.99
216,2007-11-15,88.26,71.15,67.49,49.94,4210.7
217,2007-11-16,88.47,70.13,67.01,49.37,4217.23
218,2007-11-19,88.68,70.44,67.7,49.3,4313.28
219,2007-11-20,89.48,72.31,69.13,50.51,4371.68
220,2007-11-21,89.55,72.66,69.15,50.94,4308.42
221,2007-11-22,89.29,72.18,68.6,50.59,4113.31
222,2007-11-23,86.74,69.42,66.26,48.61,4193.98
223,2007-11-26,88.33,70.24,67.34,49.45,4151.88
224,2007-11-27,87.74,70.25,66.69,49.29,4108.95
225,2007-11-28,87.19,69.74,66.48,48.55,4078.04
226,2007-11-29,86.78,69.96,65.8,48.11,4185.27
227,2007-11-30,88.06,71.21,67.26,49.78,4122.93
228,2007-12-03,86.39,70.31,66.98,49.36,4170.26
229,2007-12-04,87.42,70.57,67.71,49.52,4194.02
230,2007-12-05,87.36,70.44,67.18,49.73,4273.05
231,2007-12-06,88.87,70.58,68.5,50.23,4291.07
232,2007-12-07,89.25,71.44,68.9,50.71,4362.22
233,2007-12-10,90.27,72.08,69.87,51.68,4483.83
234,2007-12-11,91.16,74.08,71.38,52.84,4534.94
235,2007-12-12,92.87,75.01,72.39,53.83,4544.68
236,2007-12-13,93.21,75.24,72.02,53.76,4402.64
237,2007-12-14,90.94,73.13,70.37,52.64,4499.53
238,2007-12-17,92.59,74.33,71.07,53.56,4506.04
239,2007-12-18,92.91,74.68,71.86,54.23,4467.81
240,2007-12-19,91.17,74.14,71.21,53.47,4565.62
241,2007-12-20,92.0,74.6,72.35,54.32,4621.39
242,2007-12-21,93.03,75.38,73.23,55.43,4691.53
243,2007-12-24,93.43,75.49,73.78,56.04,4772.64
244,2007-12-25,94.83,75.51,75.55,56.86,4815.21
245,2007-12-26,95.46,76.26,77.16,57.27,4912.84
246,2007-12-27,97.4,77.27,78.7,59.3,4963.45
247,2007-12-28,98.15,77.85,80.07,59.15,4947.6
248,2008-01-02,98.53,78.81,79.35,59.38,5123.93
249,2008-01-03,77.32,81.4,55.16,61.81,5230.75
250,2008-01-04,78.43,80.9,56.04,62.45,5243.03
251,2008-01-07,78.43,81.58,56.46,63.02,5347.81
252,2008-01-08,80.21,83.27,57.96,64.37,5200.55
253,2008-01-09,78.45,82.0,56.28,63.91,5356.48
254,2008-01-10,79.91,83.47,57.55,65.03,5382.33
255,2008-01-11,80.76,84.37,57.93,65.5,5376.8
256,2008-01-14,79.51,84.2,57.26,64.44,5445.1
257,2008-01-15,80.51,84.56,58.12,65.91,5487.09
258,2008-01-16,81.21,84.13,58.48,65.7,5412.91
259,2008-01-17,79.76,83.96,58.74,65.78,5270.96
260,2008-01-18,78.21,82.32,57.7,63.85,5317.45
261,2008-01-21,78.38,82.53,58.21,63.74,5097.23
262,2008-01-22,75.22,80.1,55.12,62.66,4661.83
263,2008-01-23,71.53,75.11,51.83,57.59,4912.06
264,2008-01-24,74.09,77.92,54.6,59.47,5080.93
265,2008-01-25,76.04,80.45,57.37,62.22,5096.69
266,2008-01-28,77.21,80.26,57.33,62.25,4740.5
267,2008-01-29,71.43,75.93,53.51,57.07,4840.64
268,2008-01-30,72.59,77.07,54.76,58.72,4851.43
269,2008-01-31,72.91,77.82,55.1,59.04,4663.41
270,2008-02-01,72.0,74.45,52.81,56.71,4456.93
271,2008-02-04,69.3,73.34,50.69,54.88,4820.39
272,2008-02-05,73.45,75.79,54.5,58.58,4838.99
273,2008-02-13,73.87,76.24,54.12,58.25,4813.58
274,2008-02-14,73.77,76.48,54.13,58.55,4910.36
275,2008-02-15,74.98,77.64,55.87,59.37,4886.02
276,2008-02-18,75.1,77.88,55.37,59.05,5043.14
277,2008-02-19,76.14,78.28,57.29,60.7,5133.36
278,2008-02-20,76.78,79.67,58.35,61.69,5089.44
279,2008-02-21,76.13,79.77,56.97,61.22,5153.6
280,2008-02-22,76.37,80.36,57.38,61.62,5029.2
281,2008-02-25,75.02,78.29,56.35,60.13,4869.65
282,2008-02-26,74.1,75.0,54.24,58.84,4868.81
283,2008-02-27,74.14,75.81,54.79,58.16,4977.34
284,2008-02-28,74.87,77.11,55.78,58.83,4989.41
285,2008-02-29,74.61,77.13,55.86,59.25,5057.62
286,2008-03-03,74.76,77.61,56.33,59.64,5227.73
287,2008-03-04,76.32,80.02,57.33,60.83,5192.59
288,2008-03-05,76.93,79.43,56.89,60.38,5214.24
289,2008-03-06,75.59,80.55,57.18,61.02,5223.82
290,2008-03-07,77.83,80.68,57.72,61.16,5115.92
291,2008-03-10,76.62,79.1,56.86,60.06,4948.35
292,2008-03-11,75.07,76.72,55.17,58.55,5015.93
293,2008-03-12,74.84,77.9,55.53,58.63,4881.03
294,2008-03-13,73.88,76.52,54.59,57.67,4688.68
295,2008-03-14,73.0,74.59,52.99,55.8,4662.32
296,2008-03-17,72.21,74.01,52.75,55.93,4302.61
297,2008-03-18,69.23,69.43,49.44,52.09,3986.32
298,2008-03-19,65.53,64.93,45.61,47.1,4176.49
299,2008-03-20,67.34,67.09,48.32,49.11,4347.74
300,2008-03-21,69.62,69.58,49.77,50.9,4405.86
301,2008-03-24,69.97,70.14,49.85,51.38,4314.58
302,2008-03-25,69.19,69.11,49.12,50.55,4367.34
303,2008-03-26,70.31,70.13,49.41,51.55,4352.05
304,2008-03-27,70.37,69.88,49.49,51.22,4119.78
305,2008-03-28,66.26,66.49,46.9,48.43,4241.45
306,2008-03-31,68.13,68.12,47.79,48.79,4044.1
307,2008-04-01,65.77,65.66,46.06,46.56,3704.27
308,2008-04-02,61.55,60.9,42.29,42.82,3500.52
309,2008-04-03,58.7,57.72,39.78,40.6,3588.76
310,2008-04-07,59.62,59.02,40.82,41.66,3822.37
311,2008-04-08,62.9,62.17,43.2,44.74,3908.8
312,2008-04-09,64.31,63.4,43.76,45.3,3695.31
313,2008-04-10,61.51,60.28,41.59,42.88,3803.46
314,2008-04-11,62.85,61.68,42.76,44.08,3862.36
315,2008-04-14,63.87,62.3,43.98,44.41,3607.22
316,2008-04-15,59.86,57.96,41.05,41.36,3723.27
317,2008-04-16,62.04,60.13,42.4,42.34,3633.68
318,2008-04-17,60.49,58.36,42.03,41.68,3511.91
319,2008-04-18,58.27,56.77,40.51,40.25,3338.27
320,2008-04-21,54.94,53.07,38.14,37.65,3314.51
321,2008-04-22,55.21,53.17,38.44,37.42,3266.38
322,2008-04-23,54.8,51.82,37.82,36.49,3409.77
323,2008-04-24,56.57,53.67,39.39,37.8,3723.07
324,2008-04-25,61.31,57.27,43.21,40.87,3756.33
325,2008-04-28,61.85,57.91,43.22,41.68,3729.56
326,2008-04-29,61.79,57.79,43.08,40.72,3759.55
327,2008-04-30,62.02,57.34,43.25,40.31,3903.18
328,2008-05-05,64.42,59.9,45.02,42.67,4040.16
329,2008-05-06,66.27,62.04,46.79,44.3,4024.99
330,2008-05-07,65.66,61.91,46.08,43.69,3850.23
331,2008-05-08,63.33,59.23,43.92,41.67,3985.2
332,2008-05-09,64.56,61.35,45.76,43.13,3986.24
333,2008-05-12,65.19,61.41,45.97,43.35,4069.14
334,2008-05-13,66.08,62.69,46.9,44.07,4078.88
335,2008-05-14,66.83,62.88,47.53,44.75,4168.49
336,2008-05-15,67.71,64.32,48.02,45.25,4131.25
337,2008-05-16,66.98,63.76,47.62,45.08,4071.91
338,2008-05-19,67.69,62.97,46.63,44.2,4070.05
339,2008-05-20,66.61,62.96,46.4,44.03,3813.93
340,2008-05-21,64.37,59.09,44.23,41.42,3908.77
341,2008-05-22,65.56,60.56,45.52,42.22,3871.55
342,2008-05-23,65.27,61.88,45.31,41.61,3829.64
343,2008-05-26,64.76,60.78,44.33,41.95,3728.75
344,2008-05-27,63.42,59.01,43.33,40.33,3743.54
345,2008-05-28,63.56,59.14,43.3,40.53,3847.26
346,2008-05-29,64.88,60.81,44.52,41.85,3749.22
347,2008-05-30,63.71,59.81,43.66,41.08,3755.63
348,2008-06-02,63.91,59.94,44.08,41.25,3788.15
349,2008-06-03,64.57,60.55,44.19,41.95,3771.1
350,2008-06-04,63.27,59.78,43.84,41.11,3704.08
351,2008-06-05,62.56,59.13,43.19,40.58,3657.49
352,2008-06-06,61.35,58.53,42.19,39.92,3629.92
353,2008-06-10,61.31,57.03,42.65,39.41,3312.79
354,2008-06-11,57.82,53.9,39.09,36.1,3226.92
355,2008-06-12,56.22,52.9,37.66,35.56,3197.55
356,2008-06-13,55.78,52.62,37.34,35.42,3045.11
357,2008-06-16,52.96,50.99,35.92,34.19,2977.82
358,2008-06-17,52.38,50.45,35.22,33.36,2791.29
359,2008-06-18,49.39,47.68,32.84,31.43,2951.84
360,2008-06-19,52.11,49.27,34.92,33.08,2702.8
361,2008-06-20,47.7,45.5,32.4,30.43,2764.28
362,2008-06-23,48.26,45.86,32.8,31.04,2717.97
363,2008-06-24,48.09,45.59,32.4,30.98,2806.77
364,2008-06-25,49.14,47.04,33.46,31.69,2966.89
365,2008-06-26,51.97,49.77,35.58,33.63,3003.3
366,2008-06-27,52.52,50.4,36.06,33.96,2792.7
367,2008-06-30,49.21,46.62,33.47,31.78,2813.72
368,2008-07-01,49.25,46.84,33.4,31.56,2765.06
369,2008-07-02,48.37,45.86,32.64,31.05,2811.22
370,2008-07-03,49.28,46.74,32.92,31.42,2941.52
371,2008-07-04,51.55,48.86,34.5,33.02,2941.09
372,2008-07-07,51.63,48.98,34.97,32.91,3094.84
373,2008-07-08,54.36,51.61,36.58,34.57,3142.32
374,2008-07-09,54.76,52.49,37.58,35.12,3226.15
375,2008-07-10,56.08,53.78,38.47,36.18,3152.49
376,2008-07-11,54.63,52.5,37.58,35.42,3132.73
377,2008-07-14,54.77,52.15,37.27,35.27,3198.35
378,2008-07-15,56.09,53.4,38.09,35.74,3106.33
379,2008-07-16,54.89,51.93,36.84,34.58,2948.53
380,2008-07-17,51.67,49.21,34.79,33.09,2918.37
381,2008-07-18,51.02,48.54,34.58,32.63,3015.8
382,2008-07-21,52.75,50.14,35.9,33.53,3139.51
383,2008-07-22,54.9,52.3,37.31,34.94,3150.01
384,2008-07-23,55.09,52.47,37.8,35.25,3122.69
385,2008-07-24,54.77,51.71,37.42,34.55,3200.74
386,2008-07-25,56.13,53.02,38.27,35.27,3172.17
387,2008-07-28,56.04,52.35,37.64,35.15,3215.85
388,2008-07-29,55.93,53.31,38.03,35.54,3150.0
389,2008-07-30,55.5,52.22,37.76,34.67,3132.77
390,2008-07-31,55.19,52.55,37.66,34.47,3017.22
391,2008-08-01,53.02,49.9,36.37,33.24,3063.81
392,2008-08-04,53.94,50.94,37.13,34.26,2990.17
393,2008-08-05,53.2,50.4,36.31,33.42,2897.72
394,2008-08-06,51.25,48.94,35.1,32.31,2904.19
395,2008-08-07,51.4,48.39,35.41,31.75,2923.74
396,2008-08-08,51.87,48.32,35.42,31.76,2711.96
397,2008-08-11,48.32,45.95,32.71,29.77,2508.59
398,2008-08-12,45.55,43.87,30.39,27.97,2473.42
399,2008-08-13,45.04,42.94,30.0,27.27,2472.3
400,2008-08-14,44.43,42.63,29.43,27.24,2483.7
401,2008-08-15,44.6,42.96,29.85,27.4,2473.72
402,2008-08-18,44.43,42.53,29.45,26.94,2289.3
403,2008-08-19,41.37,39.64,27.19,25.5,2327.02
404,2008-08-20,42.1,40.31,27.41,25.86,2520.74
405,2008-08-21,45.09,42.96,29.66,27.66,2431.1
406,2008-08-22,43.56,41.85,28.91,26.66,2382.52
407,2008-08-25,42.27,41.34,28.46,26.0,2374.06
408,2008-08-26,42.68,41.29,28.4,26.19,2244.99
409,2008-08-27,41.25,39.14,26.64,24.59,2237.87
410,2008-08-28,40.75,37.78,26.7,24.01,2236.82
411,2008-08-29,40.81,37.95,26.81,23.84,2307.16
412,2008-09-01,42.12,38.61,27.82,24.98,2238.05
413,2008-09-02,40.44,36.91,27.11,24.26,2253.77
414,2008-09-03,40.89,37.3,27.02,24.2,2237.28
415,2008-09-04,41.31,37.12,26.95,23.9,2254.69
416,2008-09-05,41.64,37.43,27.13,24.16,2148.74
417,2008-09-08,40.75,36.15,25.78,22.95,2039.89
418,2008-09-09,38.67,34.81,24.48,22.13,2057.56
419,2008-09-10,38.55,35.3,24.7,22.45,2072.81
420,2008-09-11,38.84,35.01,24.91,22.48,2034.25
421,2008-09-12,38.55,34.83,24.26,22.3,2038.66
422,2008-09-16,38.53,34.79,24.46,22.41,1993.46
423,2008-09-17,38.13,34.42,23.74,22.23,1956.04
424,2008-09-18,37.31,33.67,23.24,21.84,1899.32
425,2008-09-19,36.71,33.15,22.57,21.14,2086.83
426,2008-09-22,39.15,35.74,24.75,23.16,2182.79
427,2008-09-23,40.45,36.85,25.78,24.21,2042.2
428,2008-09-24,38.78,34.97,24.28,22.53,2088.55
429,2008-09-25,39.87,35.36,25.16,23.2,2138.07
430,2008-09-26,40.23,36.12,25.35,23.64,2136.0
431,2008-10-06,40.54,35.88,25.42,23.52,2054.04
432,2008-10-07,39.09,35.23,24.91,22.96,2046.19
433,2008-10-08,39.07,35.13,24.61,22.85,1995.61
434,2008-10-09,38.14,34.28,24.12,21.93,1969.82
435,2008-10-10,38.2,33.86,23.78,21.34,1837.4
436,2008-10-13,35.94,31.37,21.91,19.57,1872.95
437,2008-10-14,36.69,31.98,22.67,20.29,1816.32
438,2008-10-15,35.64,30.94,21.74,19.76,1806.79
439,2008-10-16,35.43,30.71,21.57,19.8,1704.57
440,2008-10-17,33.89,29.97,20.45,18.48,1726.4
441,2008-10-20,33.87,30.43,20.65,18.73,1786.56
442,2008-10-21,35.1,30.4,21.31,19.42,1782.66
443,2008-10-22,35.05,30.55,21.16,19.41,1748.84
444,2008-10-23,34.36,30.01,20.97,18.97,1766.59
445,2008-10-24,34.76,30.39,20.92,19.19,1741.18
446,2008-10-27,34.36,30.84,20.8,19.18,1604.76
447,2008-10-28,31.71,29.04,19.1,18.04,1642.06
448,2008-10-29,32.47,29.24,19.57,18.63,1576.93
449,2008-10-30,31.66,28.12,19.21,18.2,1590.23
450,2008-10-31,32.43,28.77,19.45,18.38,1562.02
451,2008-11-03,31.75,29.08,18.92,18.0,1539.8
452,2008-11-04,31.26,28.72,18.81,17.48,1513.49
453,2008-11-05,31.41,28.27,18.36,17.2,1563.37
454,2008-11-06,31.9,29.25,18.97,17.85,1536.6
455,2008-11-07,31.34,28.74,18.44,17.43,1561.22
456,2008-11-10,31.92,28.7,18.91,17.77,1676.28
457,2008-11-11,33.71,30.9,20.31,18.98,1662.85
458,2008-11-12,33.36,30.74,20.26,18.94,1704.23
459,2008-11-13,34.28,30.32,20.76,19.21,1784.5
460,2008-11-14,35.9,31.75,21.54,20.23,1867.48
461,2008-11-17,36.99,31.93,22.76,21.04,1959.07
462,2008-11-18,38.22,32.3,23.85,22.1,1816.29
463,2008-11-19,35.95,32.28,21.94,20.42,1944.33
